id,code,description
cat20_1,01,VENTA
cat20_2,14,VENTA SUJETA A CONFIRMACION DEL COMPRADOR
cat20_3,02,COMPRA
cat20_4,04,TRASLADO ENTRE ESTABLECIMIENTOS DE LA MISMA EMPRESA
cat20_5,18,TRASLADO EMISOR ITINERANTE CP
cat20_6,08,IMPORTACION
cat20_7,09,EXPORTACION
cat20_8,19,TRASLADO A ZONA PRIMARIA
cat20_9,13,OTROS
